,name,business_status,geometry/location/lat,geometry/location/lng,vicinity,place_id
111,Feuerwehrgerätehäuser,OPERATIONAL,49.3865106,6.6148938,"Kumpfwies 4, Rehlingen-Siersburg",ChIJQWM8xNMOlUcRQNXwRf-6A8Y
112,Freiwillige Feuerwehr Wittersheim,OPERATIONAL,49.1854329,7.1651601,"Merowingerstraße 18, Mandelbachtal",ChIJmz3yaQDLlUcRs3N0ukpGJ_M
113,Freiwillige Feuerwehr Bebelsheim,OPERATIONAL,49.1651017,7.1620992,"Kaiserstraße 55, Mandelbachtal",ChIJn_sQwGDLlUcRL48rqskYfYo
114,Freiwillige Feuerwehr Bliesdalheim,OPERATIONAL,49.1727512,7.236713699999999,"L105 34-28, Gersheim",ChIJw-2hhg7NlUcRskH5Umnq3xg
115,Feuerwehr Stadt Ottweiler,OPERATIONAL,49.4058144,7.1577932,"Im Alten Weiher 12, Ottweiler",ChIJxbIuecHAlUcRG_QVi42mnm4
116,Freiwillige Feuerwehr Mainzweiler,OPERATIONAL,49.4178507,7.1185941,"Stegbachstraße 2, Ottweiler",ChIJCUxRTWS_lUcRSX5Y0MJWQbU
117,KMC Fire Station 1,OPERATIONAL,49.4409152,7.6022652,Ramstein-Miesenbach,ChIJwWi_QWd1lkcRAoLErGqgh2k
118,Freiwillige Feuerwehr Gersheim,OPERATIONAL,49.1453719,7.202904299999999,"Lohweg 1, Gersheim",ChIJMycmRdHMlUcRt-WeKiVQS-A
119,Feuerwehr Friedrichweiler,OPERATIONAL,49.2396324,6.7463603,Wadgassen,ChIJtyrgk6mrlUcRt3KtjCnG3SE
120,Feuerwehrleute,OPERATIONAL,49.1583577,7.028522499999999,"5 Rue des Fermes, Grosbliederstroff",ChIJR5o4uzG1lUcRL02IR2vQtlI
121,Sapeurs-Pompiers de Blies Ebersing,OPERATIONAL,49.1244625,7.1440639,Blies-Ébersing,ChIJH9PmiGk1lEcRD5xTAWHDvfk
122,Löschbezirk Altforweiler,OPERATIONAL,49.2735949,6.708023799999999,Überherrn,ChIJ2cHvjMKplUcRKbL_y8d6SiQ
123,Freiwillige Feuerwehr Tholey Löschbezirk Hasborn-Dautweiler,OPERATIONAL,49.4871688,6.9765919,"Am Waldstadion 16, Tholey",ChIJq2RZ9NuXlUcRpuhUjvSxCdE
124,Freiwillige Feuerwehr Bachem,OPERATIONAL,49.4779243,6.705565699999999,"Quellenstraße 1, Losheim am See",ChIJD_NBwMIKlUcR8J2kNiqaMuc
125,Freiwillige Feuerwehr Saarhölzbach,OPERATIONAL,49.51452829999999,6.6055869,"Bachstraße, Mettlach",ChIJldXHPCZzlUcR3ZEY4H2-P-A
126,Freiwillige Feuerwehr Neunkirchen - Lbz. Wellesweiler,OPERATIONAL,49.3470368,7.225213399999999,"Berthold-Günther-Platz, Neunkirchen",ChIJo6dKbTLElUcROLtHzW-W-KE
127,Freiwillige Feuerwehr Lebach - Löschbezirk 8 Niedersaubach,OPERATIONAL,49.4230307,6.9186309,"Geranienweg 1B, Lebach",ChIJtX6YhjejlUcRxXP6Zhq09fI
128,"Freiwillige Feuerwehr, Löschbezirk Mettlach",OPERATIONAL,49.49402,6.5979076,"Bahnhofstraße, Mettlach",ChIJtwekIC4NlUcRA0w1loppalY
129,Feuerwehr Nohn,OPERATIONAL,49.4844962,6.5409486,"Johann-Biewer-Straße 2, Mettlach",ChIJyblNdU4TlUcR4S0MW7cm7Ws
130,Freiwillige Feuerwehr Tuensdorf,OPERATIONAL,49.4772831,6.501066600000001,Mettlach,ChIJgefApPoSlUcRGF4C8rX-Q30
131,Freiwillige Feuerwehr Orscholz,OPERATIONAL,49.50733839999999,6.5277065,"Moselstraße 68, Mettlach",ChIJCT6EUBxtlUcRdSVOmZ8c4rw
132,Feuerwehr Weiten,OPERATIONAL,49.5290135,6.539007600000001,"Lothringer Str. 13, Mettlach",ChIJ_Y8QX2ptlUcRjquVYwYsgIw
133,Feuerwache Heusweiler.,CLOSED_PERMANENTLY,49.3402873,6.933265899999999,"Trierer Str. 36, Heusweiler",ChIJFzMRKPq7lUcRIt7J4IqrnFI
134,"Freiwillige Feuerwehr, Löschbezirk Wiesbach",OPERATIONAL,49.3696835,6.9808093,"Kirchenstraße 3A, Eppelborn",ChIJbZI17bq7lUcRkKqiJkgWRXk
135,"Feuerwehr Illingen, Lbz. Uchtelfangen",OPERATIONAL,49.3765247,7.0185302,"In d. Gaß 1, Illingen",ChIJtb1a_F-5lUcRcMssSZTaxoA
136,Feuerwehr Eppelborn - Löschbezirk Habach,OPERATIONAL,49.3814942,6.952353400000001,"Großwaldstraße 15, Eppelborn",ChIJN26Lwmy7lUcRyi4BED8CIcI
137,Freiwillige Feuerwehr Löschzug Dreisbach,OPERATIONAL,49.4843494,6.5664221,"Deltstraße 8, Mettlach",ChIJy11yPEANlUcRARCKGVM7mwI
138,Freiwillige Feuerwehr,OPERATIONAL,49.4767873,6.5110793,"Mühlenstraße 5, Mettlach",ChIJlXXTEfISlUcRsFGnB79jjA4
139,Freiwillige Feuerwehr Faha,OPERATIONAL,49.52643699999999,6.4892489,"Am Rosenberg 5, Mettlach",ChIJBSuyOsNslUcRUuYmecjHfGM
140,Freiwillige Feuerwehr Aßweiler,OPERATIONAL,49.2172154,7.1876175,"Seelbacher Str. 2b, Blieskastel",ChIJaRqf7wPMlUcRCghMiU68yJY
141,Feuerwehr Kirkel-Neuhäusel,OPERATIONAL,49.2871683,7.230209999999999,"Eisenbahnstraße 15, Kirkel",ChIJCag_2BnPlUcREH8p718yKlM
142,"Freiwillige Feuerwehr Lebach, Löschbezirk 10 Thalexweiler",OPERATIONAL,49.4445042,6.9615893,"Schaumbergstraße 93, Lebach",ChIJK7quLxm9lUcRtq0yVKkAQP4
143,Freiwillige Feuerwehr Nunkirchen,OPERATIONAL,49.4889497,6.8364287,"Weiskircher Str. 9, Wadern",ChIJwQQNhf2hlUcRT-gKJqJhsBM
144,Feuerwehrgerätehaus,OPERATIONAL,49.5294088,6.925076499999999,"Turmstraße 12, Wadern",ChIJkeHiGbSZlUcRz8H00LGdQHU
145,Freiwillige Feuerwehr Löstertal,OPERATIONAL,49.5640131,6.9282755,"Kasteler Str. 5, Wadern",ChIJ7d97gk6ZlUcR2bXqNmi0Qyk
146,Freiwillige Feuerwehr Kastel,OPERATIONAL,49.5707801,6.968638899999999,"Im Brühl 6, Nonnweiler",ChIJ7SUMYwealUcRv8b7TK0sfL0
147,Freiwillige Feuerwehr -LBZ Kastel,OPERATIONAL,49.5717459,6.9700475,"In d. Meß 8, Nonnweiler",ChIJCdoo6aiQlUcRgsdv4J8NO3A
148,Freiwillige Feuerwehr Morscholz,OPERATIONAL,49.5588963,6.8589959,"Probsteistraße 2, Wadern",ChIJhX27AwKflUcRio-sRT-JgCs
149,Freiwillige Feuerwehr Wadgassen Löschbezirk Mitte,OPERATIONAL,49.25921229999999,6.8091933,"Sengsterstraße 14, Wadgassen",ChIJ6zKdaT-vlUcRy2lhOv3S8dk
150,Freiwillige Feuerwehr Werbeln,OPERATIONAL,49.2454695,6.795926499999999,"Zum Mühlenbach 1, Wadgassen",ChIJwbUzTQKslUcR8KP5g0mVA5s
151,Freiwillige Feuerwehr Blickweiler,OPERATIONAL,49.2130406,7.252604400000001,"Blieskasteler Str. 6, Blieskastel",ChIJCUHhMADNlUcRFHq1vla-Qzk
152,Feuerwehrgerätehaus,OPERATIONAL,49.3533912,6.8095069,"Wilhelmstraße 9, Saarwellingen",ChIJO5sVP3SmlUcR0t8Gp97DDZM
153,Feuerwehr Saarwellingen,OPERATIONAL,49.3534079,6.8093872,"Schloßstraße 31-33, Saarwellingen",ChIJ5bUxtXWmlUcRlwWPieLZsFM
154,Freiwillige Feuerwehr LBZ Primsweiler,OPERATIONAL,49.4082724,6.8565837,"Von-Stauffenberg-Straße 3, Schmelz",ChIJPQ_z0o2jlUcR6TouTh0dVec
155,"Feuerwehr Illingen, Lbz. Welschbach",OPERATIONAL,49.3960844,7.0891375,"Querstraße 11, Illingen",ChIJ4Yo_4TO_lUcRdkrg4pkWjU8
156,Feuerwehr-Hirzweiler,OPERATIONAL,49.4026895,7.0780164,"Am Zimmerpl. 13, Illingen",ChIJ27eMhyi_lUcREFjz_nHcVOc
157,Freiwillige Feuerwehr Lebach - Löschbezirk 4 West,OPERATIONAL,49.3791685,6.895893,"Golocher Weg 1, Lebach",ChIJGZUlHGCllUcRTjT1FrTLfcQ
158,Feuerwehr-Gerätehaus Hierscheid,OPERATIONAL,49.3975727,6.9908454,"Florianweg 7, Eppelborn",ChIJdWRZ7om7lUcRqTLnmdsHnto
159,Freiwillige Feuerwehr Lebach - Löschbezirk 9 Steinbach,OPERATIONAL,49.4610969,6.9573608,"Pestalozzistraße, Lebach",ChIJu8UqRke9lUcRaB3SkXclUWE
160,Freiwillige Feuerwehr Biesingen,OPERATIONAL,49.22170699999999,7.205918100000001,"Im Dorf 40a, Blieskastel",ChIJW7wzBCDMlUcR8jvV3KkqeMY
161,Feuerwehr Pinningen,OPERATIONAL,49.1681041,7.288934999999999,"Seyweilerstraße 39, Blieskastel",ChIJO5AxBI3SlUcRWDaSJa7ynIQ
162,Feuerwehr Zweibrücken,OPERATIONAL,49.2497794,7.374534700000001,"Landauer Str. 76, Zweibrücken",ChIJMcyozxfRlUcRbRhdTeDg_Ns
163,Freiwillige Feuerwehr Rimschweiler,OPERATIONAL,49.2217947,7.375268,"Vogesenstraße 77c, Zweibrücken",ChIJxyOTlFPRlUcRbh_RlBHWuAQ
164,Freiwillige Feuerwehr Gerätehaus Güdesweiler,OPERATIONAL,49.5219128,7.1061795,"Steinberger Str. 3, Oberthal",ChIJg_G4Z_iUlUcR-JZ7n0FiBPE
165,Freiwillige Ganztagsschule,OPERATIONAL,49.4142762,6.9045039,"Mottener Str. 46, Lebach",ChIJZzTF0EKjlUcRmvJRKMhQgCk
166,Ford Werkfeuerwehr,OPERATIONAL,49.3445177,6.7663837,"Henry-Ford-Straße 1, Saarlouis",ChIJnfE8MMenlUcRIbyw8PMmiHE
167,Werkfeuerwehr Dillinger Hütte,OPERATIONAL,49.3543467,6.7342564,"Werkstraße 1, Dillingen/Saar",ChIJhUzQm02nlUcRtkkjb9OZHYc
168,Freiwillige Feuerwehr Bohnental,OPERATIONAL,49.4882599,6.941369099999999,"Ulmenstraße 18, Tholey",ChIJIfUV8aCilUcRB7x09tK2sKQ
169,Feuerwehr Überherrn LBZ Felsberg,OPERATIONAL,49.2916531,6.693483199999999,"Schulstraße 17, Überherrn",ChIJRcESbtWplUcRokRl-ivvPew
170,Werkfeuerwehr Stahlwerk Bous,OPERATIONAL,49.274846,6.791330899999999,"Saarstraße 1, Bous",ChIJlc5C1tSplUcR4Uu9FGyMRsc
171,Feuerwache Oberleuken,OPERATIONAL,49.5065803,6.4664483,"Mühlenstraße 28, Perl",ChIJZZlwC0wTlUcR-ymczQqFWl0
172,Feuerwehr Wadern,OPERATIONAL,49.5430161,6.8886935,"Nordring, Wadern",ChIJO8mgRdmYlUcRPKR4RVN5vd8
173,Freiwillige Feuerwehr Steinberg,OPERATIONAL,49.57024260000001,6.847571299999999,"Waldstraße 3, Wadern",ChIJi_yob6eelUcRIUVBV7ncdGQ
174,Feuerwehr Wadrill,OPERATIONAL,49.5833021,6.8817682,"Seelbachstraße 8, Wadern",ChIJ46iWVhublUcRvmnb_X55DBw
175,Feuerwehr Wallerfangen Lbz.Ittersdorf,OPERATIONAL,49.297482,6.6628661,"Zum Gerätehaus 2, Wallerfangen",ChIJrST8wJ8HlUcR0dquET2X7Q0
176,Feuerwehr St. Wendel - Lbz. Winterbach,OPERATIONAL,49.474635,7.1002607,"Im Schuleck, St. Wendel",ChIJ8V1eb2iVlUcRA9hfX5zZamY
177,Freiwillige Feuerwehr Löschbezirk Tholey,OPERATIONAL,49.481193,7.0358604,"Dr.Adenauer Str. 19, Tholey",ChIJGf7_vQOWlUcR_9NBbJDixOI
178,Freiwillige Feuerwehr LBZ Dorf im Bohnental,OPERATIONAL,49.4862541,6.9178291,"Im Bohnengarten 1, Schmelz",ChIJXxO90eehDEERvzV6KgWeUyM
179,Feuerwehr Gerätehaus Ihn,OPERATIONAL,49.3220034,6.604402599999999,"Im Ecken 17, Wallerfangen",ChIJm8lUbNgFlUcRTYJxp6u4a-g
180,Freiwillige Feuerwehr Löschbezirk Namborn,OPERATIONAL,49.5207707,7.143600699999999,"St.Floriansweg 8, Namborn",ChIJnbSdE9CUlUcRt2EGUJYHOvE
181,Freiwillige Feuerwehr Bueschfeld,OPERATIONAL,49.492217,6.8641514,Wadern,ChIJfdN_CqSYlUcRnCKllKCLOkI
182,Freiwillige Feuerwehr Lockweiler,OPERATIONAL,49.5293749,6.925073299999999,"66687, Turmstraße, Wadern",ChIJFXyppLOZlUcRJCrhPlZY52w
183,Freiwillige Feuerwehr Noswendel,OPERATIONAL,49.5241331,6.8710225,"Ahornweg 1A, Wadern",ChIJN7LVpNmYlUcR93ThC8y3yck
184,Feuerwehr,OPERATIONAL,49.5650738,6.5981735,Taben-Rodt,ChIJgzqo9P9zlUcRa6PglQjCEuY
185,Feuerwehr Gerätehaus,OPERATIONAL,49.5097664,7.0789484,"Schwimmbadstraße 37A, Oberthal",ChIJGza0XraVlUcR25KBzzRI_nI
186,Feuerwehrgerätehaus,OPERATIONAL,49.5503335,7.0612471,"Am Freizeitpark 2, Nohfelden",ChIJJeNE78CXlUcRRcsVR4I4Hs4
187,Freiwillige Feuerwehr LBZ Gresaubach,OPERATIONAL,49.4530545,6.9031378,"Wendalinusstraße 66, Lebach",ChIJc2ryN3WjlUcRjXvTfaRuAz8
188,Freiwillige Feuerwehr Lebach - Löschbezirk 3 Dörsdorf,OPERATIONAL,49.47415220000001,6.9593108,"Schulstraße 10, Lebach",ChIJbRRH_xm9lUcRU1OKXtDJLsk
189,Feuerwehrwache Lindscheid,OPERATIONAL,49.489873,6.9265483,"Lindenstraße 1, Tholey",ChIJ5aW6c-mZlUcRFogo8YgQ3BU
190,Freiwillige Feuerwehr Selbach,OPERATIONAL,49.5379104,7.0368469,"An der Biermauer 3, Nohfelden",ChIJ-VnjSuyXlUcRtY7MrmM-Fdw
191,Freiwillige Feuerwehr Biringen,OPERATIONAL,49.4112395,6.546404,"Dorfstraße 9, Rehlingen-Siersburg",ChIJOeCUxNMOlUcRsKltDzS_5PE
192,Feuerwehr Eppelborn,OPERATIONAL,49.4000796,6.966928299999999,"Schleidstraße 19c, Eppelborn",ChIJwcaBlOq8lUcR0iPChnh5cS4
193,Freiwillige Feuerwehr Dirmingen,OPERATIONAL,49.4193589,7.018263699999999,"Böllingerstraße 6b, Eppelborn",ChIJB0hhZwC9lUcRfqmNaX5H04M
194,Freiwillige Feuerwehr Wadrill,OPERATIONAL,49.5862729,6.892860799999999,"Martinusstraße 9A, Wadern",ChIJuy6Qj-qblUcRSFXHXW4OB18
195,Freiwillige Feuerwehr Sitzerath,OPERATIONAL,49.6002456,6.9258525,"Im Unterdorf, Nonnweiler",ChIJ14I6tymblUcRp3yzCc1r4Vc
196,Sapeurs-Pompiers de Waldwisse,OPERATIONAL,49.4149824,6.5302069,"Rue de l'Église, Waldwisse",ChIJdQeRdPUPlUcRFwn0z5gxrNI
197,"Feuerwehr Illingen, Lbz. Illingen",OPERATIONAL,49.3746501,7.047649,"Schulstraße 55, Illingen",ChIJ85YxHj65lUcRM92FtxZEMLg
198,Freiwillige Feuerwehr Weiskirchen,OPERATIONAL,49.55553459999999,6.825976100000001,"Konfelder Str. 20, Weiskirchen",ChIJkZsHNJKelUcR4bm38d9Rx00
199,Feuerwehr Humes,OPERATIONAL,49.3887147,6.998812399999999,"In d. Humes 40b, Eppelborn",ChIJUTU_7v-7lUcRYjyjq7ncWgM
200,Freiwillige Feuerwehr Lebach - Löschbezirk 7 Landsweiler,OPERATIONAL,49.3900052,6.9309411,"Zum Stangenwald 19, Lebach",ChIJkVNTsE-7lUcRXjXYee3ccTk
201,Feuerwehrgerätehaus Bubach-Calmesweiler,OPERATIONAL,49.4065947,6.9477229,"St. Martinstraße 7a, Eppelborn",ChIJRXs_L6K8lUcR-Skt-4vBclo
202,"Freiwillige Feuerwehr, Löschbezirk Macherbach",OPERATIONAL,49.42318050000001,6.954327399999999,"In Macherbach 70, Eppelborn",ChIJK6CThOq8lUcRYNqNFwZ4VL4
203,"Freiwillige Feuerwehr Lebach, Löschbezirk 2 Aschbach",OPERATIONAL,49.4309447,6.946204499999999,"In d. Hauschied 3, Lebach",ChIJ37PNJcW8lUcRxx5h_NHX6L0
204,Löschbezirk Steinbach der Freiwilligen Feuerwehr Ottweiler,OPERATIONAL,49.4079901,7.2092515,"Am Dorfbrunnen 8, Ottweiler",ChIJiYPl72nBlUcR6nsV-rz6ufc
205,Freiwillige Feuerwehr Steinbach am Glan,OPERATIONAL,49.4522036,7.3772966,"Hauptstraße 116, Steinbach am Glan",ChIJ4Tz-N2PdlUcRAp55yltwes8
206,Freiwillige Feuerwehr Lbz. Haupersweiler (Feuerwache 5),OPERATIONAL,49.5126172,7.270784099999999,"Stockgarten 4, Freisen",ChIJU7bSFNTplUcRqqJhKcGrBO0
207,Gonnesweiler • Freiwillige Feuerwehr,OPERATIONAL,49.56427619999999,7.0911512,"Römerweg 1A, Nohfelden",ChIJlVFyT42TlUcRpdx2InerwBg
208,Freiwillige Feuerwehr,OPERATIONAL,49.5681186,7.1805348,"Römerstraße 33, Nohfelden",ChIJCXzvMO_tlUcRMYwynF5Jz-s
209,Freiwillige Feuerwehr,OPERATIONAL,49.5841558,7.115373399999999,"Von-Boch-Straße 6, Nohfelden",ChIJsZAqEKaTlUcR4kuM1717FGc
210,Freiwillige Feuerwehr,OPERATIONAL,49.60921039999999,6.9696066,"Ringstraße 22, Nonnweiler",ChIJfZwXWoGalUcRC_zS1Ebna_o
211,Feuerwehr Saarlouis - Löschbezirk Ost,OPERATIONAL,49.3334118,6.763802399999999,"Kurt-Schumacher-Allee 105, Saarlouis",ChIJtT9PmymmlUcR7Qbf3d2PSLQ
212,Feuerwehr Spiesen-Elversberg Gerätehaus,OPERATIONAL,49.3132095,7.147734600000001,"Paulstraße 5, Spiesen-Elversberg",ChIJmxozbd3HlUcRQndkF2Dz3Uo
213,Freiwillige Feuerwehr Löschbezirk Spiesen,OPERATIONAL,49.3133394,7.1483694,"Paulstraße 7A, Spiesen-Elversberg",ChIJ7SYCTdHHlUcRiNnlxEmLh_g
214,Freiwillige Feuerwehr Heiligenwald,OPERATIONAL,49.3576657,7.0960129,"Am Petinger Platz 1, Schiffweiler",ChIJ8WALpsq5lUcRzUTqmdIOY6E
215,Freiwillige Feuerwehr Landsweiler-Reden,OPERATIONAL,49.35741549999999,7.1331718,"Prinzstraße 20, Schiffweiler",ChIJC_1zWXDHlUcR7Z2OUnpiUHo
216,Freiwillige Feuerwehr Schiffweiler,OPERATIONAL,49.372375,7.1283729,"Greifenburger Platz 1, Schiffweiler",ChIJTw5z4VzHlUcRenzTArmiHQI
217,"Feuerwehr Merchweiler, Lbz. Wemmetsweiler",OPERATIONAL,49.36998579999999,7.087626999999999,"Heinrichstraße 3, Merchweiler",ChIJaRJTTuq4lUcR9TXAbD246sQ
218,LBZ Marpingen,OPERATIONAL,49.4539197,7.0630264,"Auf Gottrod 9, Marpingen",ChIJOTgVIkC-lUcRshBxnIsn6JI
219,Feuerwehr St. Wendel - Lbz. Oberlinxweiler,OPERATIONAL,49.45404860000001,7.146402999999999,"Am Flur 14, St. Wendel",ChIJT6U5PwzAlUcRNLb8iZdh-Fk
220,Feuerwehr St. Wendel - Lbz. Niederlinxweiler,OPERATIONAL,49.4307946,7.159380199999999,"Ottweilerstraße 16, St. Wendel",ChIJDWDlBCSVlUcRNsRNhGYjFp0
221,Freiwillige Feuerwehr St.Wendel - LBZ Remmesweiler,OPERATIONAL,49.4408353,7.1272851,"Zum Kappelteich 9, St. Wendel",ChIJx1HXuAm_lUcRlGO_PrFtBeM
222,Gerätehaus FFW Fürth,OPERATIONAL,49.4203503,7.241104,"Auf d. Steige 11, Ottweiler",ChIJV2pMRNLDlUcRG8hEB65SJRY
223,Freiwillige Feuerwehr Dillingen/Saar,OPERATIONAL,49.3702907,6.7632008,"Richard-Wagner-Straße, Dillingen/Saar",ChIJE1RN3AanlUcRpYIF_l0-dxU
224,Feuerwehr Münchwies,OPERATIONAL,49.3945487,7.2462228,"Turmstraße 5-7, Neunkirchen",ChIJCS7sU_nDlUcRRWAGKRTaksM
225,Feuerwache Neunkirchen,OPERATIONAL,49.34556540000001,7.185192799999999,"Friedensstraße 11, Neunkirchen",ChIJI3EgiV_GlUcRhfvl7zFATyY
226,Feuerwehr Furpach,OPERATIONAL,49.3240995,7.213253499999999,"Volkerstal 36, Neunkirchen",ChIJhZY97t3FlUcRU8TL-ml9OoE
